user_id,community_id,community_size,community_bot_density,community_internal_density,coordination_score,temporal_burstiness
103428,0,115,0.5826,0.021815,0.20292,0.0
109318,0,115,0.5826,0.021815,0.44824,0.0
107271,0,115,0.5826,0.021815,0.47344,0.0
100871,0,115,0.5826,0.021815,0.12828,0.0
100360,0,115,0.5826,0.021815,0.13464,0.0
108053,0,115,0.5826,0.021815,0.46816,0.0
107542,0,115,0.5826,0.021815,0.47084000000000004,0.0
107285,0,115,0.5826,0.021815,0.48632000000000003,0.0
102936,0,115,0.5826,0.021815,0.125,0.0
103446,0,115,0.5826,0.021815,0.14432,0.0
107548,0,115,0.5826,0.021815,0.38692000000000004,0.0
109597,0,115,0.5826,0.021815,0.36492,0.0
106525,0,115,0.5826,0.021815,0.49456000000000006,0.0
105247,0,115,0.5826,0.021815,0.46056,0.0
100382,0,115,0.5826,0.021815,0.125,0.0
108832,0,115,0.5826,0.021815,0.35328000000000004,0.0
102945,0,115,0.5826,0.021815,0.1504,0.0
108538,0,115,0.5826,0.021815,0.24288,0.0
102436,0,115,0.5826,0.021815,0.15164,0.0
100900,0,115,0.5826,0.021815,0.16056,0.0
101670,0,115,0.5826,0.021815,0.15808,0.0
107813,0,115,0.5826,0.021815,0.359,0.0
102693,0,115,0.5826,0.021815,0.20264,0.0
104741,0,115,0.5826,0.021815,0.1752,0.0
105000,0,115,0.5826,0.021815,0.14464,0.0
100654,0,115,0.5826,0.021815,0.13332,0.0
101936,0,115,0.5826,0.021815,0.12552,0.0
104241,0,115,0.5826,0.021815,0.14344,0.0
102455,0,115,0.5826,0.021815,0.128,0.0
109112,0,115,0.5826,0.021815,0.3756,0.0
105786,0,115,0.5826,0.021815,0.28080000000000005,0.0
108604,0,115,0.5826,0.021815,0.30908,0.0
107581,0,115,0.5826,0.021815,0.41772000000000004,0.0
107070,0,115,0.5826,0.021815,0.3572,0.0
104765,0,115,0.5826,0.021815,0.13364,0.0
104003,0,115,0.5826,0.021815,0.12564,0.0
101443,0,115,0.5826,0.021815,0.12508,0.0
101189,0,115,0.5826,0.021815,0.15108,0.0
102983,0,115,0.5826,0.021815,0.12584,0.0
107339,0,115,0.5826,0.021815,0.2882,0.0
102479,0,115,0.5826,0.021815,0.14108,0.0
101460,0,115,0.5826,0.021815,0.12596,0.0
105814,0,115,0.5826,0.021815,0.33936,0.0
101470,0,115,0.5826,0.021815,0.13716,0.0
100702,0,115,0.5826,0.021815,0.12692,0.0
107361,0,115,0.5826,0.021815,0.40772,0.0
100451,0,115,0.5826,0.021815,0.19804,0.0
109415,0,115,0.5826,0.021815,0.32964000000000004,0.0
102250,0,115,0.5826,0.021815,0.1396,0.0
106092,0,115,0.5826,0.021815,0.45332,0.0
104819,0,115,0.5826,0.021815,0.13164,0.0
108411,0,115,0.5826,0.021815,0.49872000000000005,0.0
102272,0,115,0.5826,0.021815,0.12584,0.0
108168,0,115,0.5826,0.021815,0.44456000000000007,0.0
107144,0,115,0.5826,0.021815,0.35840000000000005,0.0
101516,0,115,0.5826,0.021815,0.226,0.0
107661,0,115,0.5826,0.021815,0.47292,0.0
105358,0,115,0.5826,0.021815,0.47892,0.0
109198,0,115,0.5826,0.021815,0.23428,0.0
103311,0,115,0.5826,0.021815,0.1254,0.0
106896,0,115,0.5826,0.021815,0.48360000000000003,0.0
101264,0,115,0.5826,0.021815,0.1384,0.0
109205,0,115,0.5826,0.021815,0.20884000000000003,0.0
106390,0,115,0.5826,0.021815,0.4616,0.0
107671,0,115,0.5826,0.021815,0.5078800000000001,0.0
107420,0,115,0.5826,0.021815,0.4658,0.0
106909,0,115,0.5826,0.021815,0.41312000000000004,0.0
107168,0,115,0.5826,0.021815,0.46508,0.0
100003,0,115,0.5826,0.021815,0.1626,0.0
109990,0,115,0.5826,0.021815,0.40812,0.0
109479,0,115,0.5826,0.021815,0.25836000000000003,0.0
108456,0,115,0.5826,0.021815,0.45472,0.0
103084,0,115,0.5826,0.021815,0.153,0.0
108208,0,115,0.5826,0.021815,0.40292,0.0
106928,0,115,0.5826,0.021815,0.42900000000000005,0.0
102833,0,115,0.5826,0.021815,0.12776,0.0
105650,0,115,0.5826,0.021815,0.36663999999999997,0.0
103857,0,115,0.5826,0.021815,0.125,0.0
100533,0,115,0.5826,0.021815,0.12976,0.0
104634,0,115,0.5826,0.021815,0.16828,0.0
105663,0,115,0.5826,0.021815,0.47672000000000003,0.0
104383,0,115,0.5826,0.021815,0.18431999999999998,0.0
106943,0,115,0.5826,0.021815,0.47552,0.0
107458,0,115,0.5826,0.021815,0.42784,0.0
106689,0,115,0.5826,0.021815,0.45464000000000004,0.0
104390,0,115,0.5826,0.021815,0.125,0.0
104134,0,115,0.5826,0.021815,0.12816,0.0
106698,0,115,0.5826,0.021815,0.40299999999999997,0.0
103116,0,115,0.5826,0.021815,0.13028,0.0
108752,0,115,0.5826,0.021815,0.35216000000000003,0.0
109522,0,115,0.5826,0.021815,0.41908,0.0
108755,0,115,0.5826,0.021815,0.36148,0.0
107731,0,115,0.5826,0.021815,0.27352,0.0
105173,0,115,0.5826,0.021815,0.40328,0.0
107222,0,115,0.5826,0.021815,0.45316,0.0
109523,0,115,0.5826,0.021815,0.35840000000000005,0.0
106197,0,115,0.5826,0.021815,0.45308000000000004,0.0
108505,0,115,0.5826,0.021815,0.37879999999999997,0.0
109783,0,115,0.5826,0.021815,0.3004,0.0
108508,0,115,0.5826,0.021815,0.38432,0.0
103645,0,115,0.5826,0.021815,0.22152,0.0
102366,0,115,0.5826,0.021815,0.13192,0.0
109540,0,115,0.5826,0.021815,0.37568,0.0
105701,0,115,0.5826,0.021815,0.4126,0.0
104933,0,115,0.5826,0.021815,0.12728,0.0
108005,0,115,0.5826,0.021815,0.39732,0.0
108776,0,115,0.5826,0.021815,0.26428,0.0
106473,0,115,0.5826,0.021815,0.41824,0.0
105201,0,115,0.5826,0.021815,0.44568,0.0
106994,0,115,0.5826,0.021815,0.46104,0.0
106232,0,115,0.5826,0.021815,0.51324,0.0
100857,0,115,0.5826,0.021815,0.13544,0.0
101882,0,115,0.5826,0.021815,0.12512,0.0
108539,0,115,0.5826,0.021815,0.27864,0.0
105726,0,115,0.5826,0.021815,0.5029600000000001,0.0
105991,1,196,0.4898,0.013448,0.45248,0.0
102921,1,196,0.4898,0.013448,0.13136,0.0
105995,1,196,0.4898,0.013448,0.40936,0.0
106510,1,196,0.4898,0.013448,0.46772,0.0
103439,1,196,0.4898,0.013448,0.13088,0.0
101906,1,196,0.4898,0.013448,0.1386,0.0
100371,1,196,0.4898,0.013448,0.1772,0.0
103444,1,196,0.4898,0.013448,0.12892,0.0
108055,1,196,0.4898,0.013448,0.49524,0.0
102424,1,196,0.4898,0.013448,0.26964,0.0
108572,1,196,0.4898,0.013448,0.43788000000000005,0.0
106528,1,196,0.4898,0.013448,0.46464,0.0
104487,1,196,0.4898,0.013448,0.148,0.0
103464,1,196,0.4898,0.013448,0.14256,0.0
102439,1,196,0.4898,0.013448,0.18756,0.0
106545,1,196,0.4898,0.013448,0.43396,0.0
102452,1,196,0.4898,0.013448,0.16816,0.0
108084,1,196,0.4898,0.013448,0.45804,0.0
105528,1,196,0.4898,0.013448,0.49384000000000006,0.0
108608,1,196,0.4898,0.013448,0.35736,0.0
109632,1,196,0.4898,0.013448,0.48256000000000004,0.0
100930,1,196,0.4898,0.013448,0.24224,0.0
101442,1,196,0.4898,0.013448,0.12552,0.0
101446,1,196,0.4898,0.013448,0.13972,0.0
105032,1,196,0.4898,0.013448,0.40828000000000003,0.0
108617,1,196,0.4898,0.013448,0.46080000000000004,0.0
109135,1,196,0.4898,0.013448,0.39076,0.0
106063,1,196,0.4898,0.013448,0.4622,0.0
101457,1,196,0.4898,0.013448,0.2228,0.0
109140,1,196,0.4898,0.013448,0.38444,0.0
106072,1,196,0.4898,0.013448,0.32684,0.0
102491,1,196,0.4898,0.013448,0.1314,0.0
103516,1,196,0.4898,0.013448,0.14464,0.0
106079,1,196,0.4898,0.013448,0.4832,0.0
100960,1,196,0.4898,0.013448,0.18212,0.0
109153,1,196,0.4898,0.013448,0.1892,0.0
101992,1,196,0.4898,0.013448,0.12508,0.0
101486,1,196,0.4898,0.013448,0.19156,0.0
101489,1,196,0.4898,0.013448,0.12752,0.0
107128,1,196,0.4898,0.013448,0.40192,0.0
104568,1,196,0.4898,0.013448,0.17052,0.0
102009,1,196,0.4898,0.013448,0.16912,0.0
107131,1,196,0.4898,0.013448,0.33548,0.0
107643,1,196,0.4898,0.013448,0.35852,0.0
107645,1,196,0.4898,0.013448,0.3048,0.0
102014,1,196,0.4898,0.013448,0.17980000000000002,0.0
107648,1,196,0.4898,0.013448,0.454,0.0
102532,1,196,0.4898,0.013448,0.25056,0.0
107141,1,196,0.4898,0.013448,0.47604,0.0
104583,1,196,0.4898,0.013448,0.15872,0.0
103560,1,196,0.4898,0.013448,0.1968,0.0
107658,1,196,0.4898,0.013448,0.42500000000000004,0.0
108688,1,196,0.4898,0.013448,0.21252,0.0
107664,1,196,0.4898,0.013448,0.41644000000000003,0.0
103573,1,196,0.4898,0.013448,0.12596,0.0
108699,1,196,0.4898,0.013448,0.4308,0.0
105628,1,196,0.4898,0.013448,0.34148,0.0
103581,1,196,0.4898,0.013448,0.13684,0.0
100509,1,196,0.4898,0.013448,0.15752,0.0
109728,1,196,0.4898,0.013448,0.25296,0.0
107680,1,196,0.4898,0.013448,0.37164,0.0
107170,1,196,0.4898,0.013448,0.47052000000000005,0.0
100516,1,196,0.4898,0.013448,0.19072,0.0
104101,1,196,0.4898,0.013448,0.13788,0.0
105128,1,196,0.4898,0.013448,0.51576,0.0
101545,1,196,0.4898,0.013448,0.13144,0.0
103594,1,196,0.4898,0.013448,0.14728,0.0
102574,1,196,0.4898,0.013448,0.12524,0.0
109235,1,196,0.4898,0.013448,0.3774,0.0
106164,1,196,0.4898,0.013448,0.41112000000000004,0.0
105146,1,196,0.4898,0.013448,0.38664000000000004,0.0
100538,1,196,0.4898,0.013448,0.12504,0.0
103102,1,196,0.4898,0.013448,0.1428,0.0
108735,1,196,0.4898,0.013448,0.49108,0.0
106175,1,196,0.4898,0.013448,0.5067600000000001,0.0
100032,1,196,0.4898,0.013448,0.15924,0.0
108226,1,196,0.4898,0.013448,0.45444,0.0
104130,1,196,0.4898,0.013448,0.125,0.0
103618,1,196,0.4898,0.013448,0.21356000000000003,0.0
101061,1,196,0.4898,0.013448,0.16012,0.0
105158,1,196,0.4898,0.013448,0.48912,0.0
103617,1,196,0.4898,0.013448,0.14536,0.0
106184,1,196,0.4898,0.013448,0.34388,0.0
105161,1,196,0.4898,0.013448,0.42436,0.0
104138,1,196,0.4898,0.013448,0.12864,0.0
101580,1,196,0.4898,0.013448,0.131,0.0
102605,1,196,0.4898,0.013448,0.14012,0.0
102096,1,196,0.4898,0.013448,0.12516,0.0
104657,1,196,0.4898,0.013448,0.16232,0.0
102612,1,196,0.4898,0.013448,0.14912,0.0
106488,1,196,0.4898,0.013448,0.406,0.0
107746,1,196,0.4898,0.013448,0.36396000000000006,0.0
103652,1,196,0.4898,0.013448,0.12524,0.0
100069,1,196,0.4898,0.013448,0.14548,0.0
101607,1,196,0.4898,0.013448,0.14844000000000002,0.0
107239,1,196,0.4898,0.013448,0.49864,0.0
105705,1,196,0.4898,0.013448,0.48492,0.0
100076,1,196,0.4898,0.013448,0.1336,0.0
101106,1,196,0.4898,0.013448,0.12984,0.0
100594,1,196,0.4898,0.013448,0.17456,0.0
103668,1,196,0.4898,0.013448,0.14976,0.0
103157,1,196,0.4898,0.013448,0.12656,0.0
102648,1,196,0.4898,0.013448,0.13604,0.0
103164,1,196,0.4898,0.013448,0.15852,0.0
106239,1,196,0.4898,0.013448,0.34276,0.0
105219,1,196,0.4898,0.013448,0.4298,0.0
100100,1,196,0.4898,0.013448,0.13408,0.0
107269,1,196,0.4898,0.013448,0.42212,0.0
101127,1,196,0.4898,0.013448,0.137,0.0
104723,1,196,0.4898,0.013448,0.14544,0.0
106260,1,196,0.4898,0.013448,0.44792000000000004,0.0
109846,1,196,0.4898,0.013448,0.50072,0.0
109847,1,196,0.4898,0.013448,0.2908,0.0
101150,1,196,0.4898,0.013448,0.12712,0.0
106783,1,196,0.4898,0.013448,0.37756,0.0
104742,1,196,0.4898,0.013448,0.1264,0.0
104235,1,196,0.4898,0.013448,0.12588,0.0
106796,1,196,0.4898,0.013448,0.39211999999999997,0.0
101675,1,196,0.4898,0.013448,0.13804,0.0
104750,1,196,0.4898,0.013448,0.12504,0.0
105266,1,196,0.4898,0.013448,0.44476000000000004,0.0
106294,1,196,0.4898,0.013448,0.45592000000000005,0.0
106299,1,196,0.4898,0.013448,0.46136,0.0
103739,1,196,0.4898,0.013448,0.13312,0.0
101696,1,196,0.4898,0.013448,0.13496,0.0
107330,1,196,0.4898,0.013448,0.5036,0.0
108354,1,196,0.4898,0.013448,0.47100000000000003,0.0
109378,1,196,0.4898,0.013448,0.24008000000000002,0.0
106823,1,196,0.4898,0.013448,0.42360000000000003,0.0
100168,1,196,0.4898,0.013448,0.18932,0.0
107847,1,196,0.4898,0.013448,0.43872,0.0
103246,1,196,0.4898,0.013448,0.12516,0.0
109391,1,196,0.4898,0.013448,0.37612,0.0
101714,1,196,0.4898,0.013448,0.12608,0.0
103762,1,196,0.4898,0.013448,0.1846,0.0
107347,1,196,0.4898,0.013448,0.50448,0.0
101718,1,196,0.4898,0.013448,0.15496,0.0
100705,1,196,0.4898,0.013448,0.12732,0.0
107362,1,196,0.4898,0.013448,0.37172000000000005,0.0
101735,1,196,0.4898,0.013448,0.13232,0.0
103273,1,196,0.4898,0.013448,0.14328,0.0
109930,1,196,0.4898,0.013448,0.24132,0.0
104301,1,196,0.4898,0.013448,0.12544,0.0
101231,1,196,0.4898,0.013448,0.23408,0.0
102257,1,196,0.4898,0.013448,0.13916,0.0
101747,1,196,0.4898,0.013448,0.12892,0.0
106869,1,196,0.4898,0.013448,0.47316,0.0
106877,1,196,0.4898,0.013448,0.39256,0.0
108419,1,196,0.4898,0.013448,0.4006,0.0
101252,1,196,0.4898,0.013448,0.12844,0.0
102276,1,196,0.4898,0.013448,0.28288,0.0
108935,1,196,0.4898,0.013448,0.36124,0.0
106376,1,196,0.4898,0.013448,0.44168,0.0
103305,1,196,0.4898,0.013448,0.12808,0.0
105865,1,196,0.4898,0.013448,0.36532,0.0
103818,1,196,0.4898,0.013448,0.12504,0.0
107405,1,196,0.4898,0.013448,0.41456,0.0
107918,1,196,0.4898,0.013448,0.48716000000000004,0.0
102292,1,196,0.4898,0.013448,0.20588,0.0
106903,1,196,0.4898,0.013448,0.44008,0.0
103321,1,196,0.4898,0.013448,0.21216000000000002,0.0
104860,1,196,0.4898,0.013448,0.12576,0.0
105885,1,196,0.4898,0.013448,0.41304,0.0
107426,1,196,0.4898,0.013448,0.46772,0.0
107428,1,196,0.4898,0.013448,0.43236,0.0
104869,1,196,0.4898,0.013448,0.1368,0.0
102821,1,196,0.4898,0.013448,0.14792,0.0
107940,1,196,0.4898,0.013448,0.34152000000000005,0.0
100264,1,196,0.4898,0.013448,0.12848,0.0
107434,1,196,0.4898,0.013448,0.36876000000000003,0.0
109999,1,196,0.4898,0.013448,0.25828,0.0
100273,1,196,0.4898,0.013448,0.13592,0.0
108978,1,196,0.4898,0.013448,0.26316,0.0
105398,1,196,0.4898,0.013448,0.36168,0.0
101818,1,196,0.4898,0.013448,0.24036000000000002,0.0
105921,1,196,0.4898,0.013448,0.48736,0.0
109506,1,196,0.4898,0.013448,0.3924,0.0
101314,1,196,0.4898,0.013448,0.12716,0.0
102857,1,196,0.4898,0.013448,0.12912,0.0
103882,1,196,0.4898,0.013448,0.13436,0.0
101835,1,196,0.4898,0.013448,0.16576000000000002,0.0
105936,1,196,0.4898,0.013448,0.46724000000000004,0.0
105426,1,196,0.4898,0.013448,0.40968,0.0
103894,1,196,0.4898,0.013448,0.1268,0.0
109527,1,196,0.4898,0.013448,0.27536000000000005,0.0
100313,1,196,0.4898,0.013448,0.1326,0.0
107486,1,196,0.4898,0.013448,0.4818,0.0
101344,1,196,0.4898,0.013448,0.16364,0.0
105952,1,196,0.4898,0.013448,0.50308,0.0
108515,1,196,0.4898,0.013448,0.3756,0.0
109027,1,196,0.4898,0.013448,0.2972,0.0
105960,1,196,0.4898,0.013448,0.40824,0.0
107505,1,196,0.4898,0.013448,0.36392,0.0
100856,1,196,0.4898,0.013448,0.12532,0.0
100346,1,196,0.4898,0.013448,0.16372,0.0
105469,1,196,0.4898,0.013448,0.45752000000000004,0.0
104454,2,362,0.605,0.007744,0.13372,0.0
104455,2,362,0.605,0.007744,0.13004,0.0
103433,2,362,0.605,0.007744,0.22504000000000002,0.0
105486,2,362,0.605,0.007744,0.29968,0.0
109583,2,362,0.605,0.007744,0.37676,0.0
107534,2,362,0.605,0.007744,0.41344,0.0
101402,2,362,0.605,0.007744,0.12784,0.0
109595,2,362,0.605,0.007744,0.20188,0.0
107557,2,362,0.605,0.007744,0.3634,0.0
101414,2,362,0.605,0.007744,0.15756,0.0
105512,2,362,0.605,0.007744,0.43828,0.0
108585,2,362,0.605,0.007744,0.39016,0.0
109610,2,362,0.605,0.007744,0.38424,0.0
108587,2,362,0.605,0.007744,0.34604,0.0
106544,2,362,0.605,0.007744,0.37936000000000003,0.0
109622,2,362,0.605,0.007744,0.25668,0.0
103478,2,362,0.605,0.007744,0.2298,0.0
109624,2,362,0.605,0.007744,0.44224,0.0
105531,2,362,0.605,0.007744,0.43748000000000004,0.0
109630,2,362,0.605,0.007744,0.26524000000000003,0.0
103488,2,362,0.605,0.007744,0.13732,0.0
100417,2,362,0.605,0.007744,0.12848,0.0
105536,2,362,0.605,0.007744,0.36612,0.0
102470,2,362,0.605,0.007744,0.12512,0.0
107600,2,362,0.605,0.007744,0.44900000000000007,0.0
101458,2,362,0.605,0.007744,0.19788,0.0
108627,2,362,0.605,0.007744,0.34108000000000005,0.0
107605,2,362,0.605,0.007744,0.48024,0.0
101464,2,362,0.605,0.007744,0.12872,0.0
109659,2,362,0.605,0.007744,0.28048,0.0
103515,2,362,0.605,0.007744,0.146,0.0
104541,2,362,0.605,0.007744,0.12536,0.0
103519,2,362,0.605,0.007744,0.12904,0.0
105568,2,362,0.605,0.007744,0.44508000000000003,0.0
101473,2,362,0.605,0.007744,0.147,0.0
102498,2,362,0.605,0.007744,0.12532,0.0
109667,2,362,0.605,0.007744,0.43432000000000004,0.0
108648,2,362,0.605,0.007744,0.30816,0.0
102504,2,362,0.605,0.007744,0.12532,0.0
103530,2,362,0.605,0.007744,0.13956,0.0
107627,2,362,0.605,0.007744,0.39616,0.0
100463,2,362,0.605,0.007744,0.18492,0.0
106607,2,362,0.605,0.007744,0.383,0.0
106610,2,362,0.605,0.007744,0.40112000000000003,0.0
