user_id,node_idx,screen_name,account_type,label,created_at,location,account_age_days,followers_count,following_count,post_count,listed_count,verified,has_profile_image,has_description,default_profile,profile_completeness,posts_per_day,reply_ratio,retweet_ratio,mention_ratio,url_ratio,hashtag_ratio,duplicate_content_ratio,tweet_count,tweet_hour_entropy,tweet_day_entropy,active_hours_count,avg_tweet_length,avg_hashtags_per_tweet,avg_urls_per_tweet,avg_mentions_per_tweet,avg_retweet_count,avg_favorite_count,tweet_similarity_score,out_degree,weighted_out_degree,in_degree,weighted_in_degree,degree_ratio,followers_following_ratio,engagement_score,activity_consistency
106253,6252,user_106253,bot,1,2023-03-03,"California, USA",-1.0353228956032474,-0.46417403044426986,1.2791651147877676,-0.2642058132209768,-0.49416516548786954,0,0,0,1,0.1698,-0.597119620354765,0.2397,0.8602,0.0526,0.839,0.1972,0.8067,15,3.3735576277062225,1.8804028655544115e-07,11,0.9076644384398779,1.0424839739066538,0.8217752910976136,-0.609798144996373,-0.4572462899603281,-0.33645270346298056,0.02235781683942219,-0.20346058935020062,-0.2771346318959527,2.324713641472382,2.8855425276474964,0.7,-0.2314873863143727,-0.8890048575738574,0.2642126021367449
104685,4684,user_104685,human,0,2020-10-11,"Toronto, Canada",0.03331367397173674,-0.3772794436363755,-0.4700101586855415,-0.4765974343805867,0.17911773437917405,0,1,1,1,0.5291,-0.6172865263437187,0.0933,0.2213,0.0554,0.1738,0.3302,0.0032,13,7.208210852461438e-07,2.4116022490511795,1,-1.3528773757736958,0.23125129369813294,-0.9863681799945021,0.38034075790736127,-0.16666181652943396,-0.21242458067294562,0.09893536854011162,0.6103817680506018,0.4126584412044311,-0.6837393063154065,-0.4161972487392256,0.2727272727272727,-0.17134793451019228,-0.17655131864383836,0.9999998427858275
101732,1731,user_101732,human,0,2019-08-25,"Sydney, Australia",0.5388656822586422,-0.3904452901224201,1.3994831483046697,-0.4146308467017615,0.6993817933673442,0,1,1,0,0.8951,-0.5750938582314438,0.4229,0.4414,0.2078,0.1655,0.0173,0.1337,18,7.208210852321598e-07,2.621352616376214,1,-1.7224025865085144,0.1636485703474231,-0.9863681799945021,-0.5813835627938375,-0.08980073567313938,-0.3315618068109974,0.08398879805950071,-0.6103817680506018,-0.2655012169726328,-0.1367478612630813,-0.7109603522138168,0.5,-0.2304250140078692,-0.6154523109302333,0.9999998427858275
104743,4742,user_104743,human,0,2019-01-27,"Seoul, South Korea",0.7959260254553738,-0.43520916817497174,-0.3301923059434862,-0.4641127656099143,-0.18812748373012245,0,0,1,0,0.7602,-0.7054194960625065,0.3324,0.0949,0.0152,0.5728,0.3728,0.0093,7,7.208210852892949e-07,2.521640665876012,1,-1.0410550448604075,-1.2173784923885114,-0.9863681799945021,-0.013091918743129169,0.154242051008828,1.3918970134116466,0.08657876905702991,1.4242241254514043,1.3830221095142967,-0.1367478612630813,-0.08959973008937842,0.3333333333333333,-0.2265935048081177,1.9629461405871766,0.9999998427858275
104522,4521,user_104522,human,0,2017-04-23,"Berlin, Germany",1.584244411258684,5.205039466446538,-0.38910665338969347,-0.40701824379281487,1.8929287522225577,0,1,1,0,0.7531,-0.7803871265600191,0.117,0.3336,0.0294,0.1273,0.068,0.0373,1,7.20821085690087e-07,1.8804028687495855e-07,1,-0.39246459656076577,1.0424839739066538,-0.9863681799945021,-1.291748117857223,-0.7022099928184539,-0.2745013458711936,0.0,0.20346058935020062,-0.041729059329948796,-0.1367478612630813,0.03184266854215306,0.4166666666666667,1.0487985002375941,-0.717066463390646,0.9999998427858274
106341,6340,user_106341,bot,1,2023-10-10,Unknown,-1.3058483043959983,-0.45276363015636456,-0.24140589500342732,0.8970206345097365,-0.341146324608996,0,1,0,0,0.2167,0.4288455407609384,0.0451,0.2734,0.2668,0.6638,0.9095,0.8329,20,3.341446412592592,1.8804028655259565e-07,12,1.1862635173685876,0.5151827317711154,0.9861519702878062,0.7860682057031795,0.14871655395187783,0.6266463622567071,0.03605648673726477,0.20346058935020062,0.03354597840918031,3.965687976629358,4.896219910815508,0.7407407407407407,-0.23001545451560548,1.3574609125110852,0.27121619597389834
100577,576,user_100577,human,0,2018-09-08,"Dubai, UAE",0.9685236844588936,-0.3606027047540523,-0.4301807406937394,-0.3765678321570285,-0.341146324608996,0,1,0,0,0.6982,-0.5861946328930191,0.0746,0.3629,0.0287,0.2126,0.1906,0.0002,13,7.208210852461438e-07,2.28778375256238,1,-0.7417056071836496,0.6368676338023936,-0.9863681799945021,-0.30816642623099694,-0.627828301667201,-0.39865487626768975,0.09649554649225268,1.8311453041518055,0.7780845335016582,-0.4102435837892439,-0.19767953469672853,0.26666666666666666,-0.19516537973169343,-1.5212027268171018,0.9999998427858275
105203,5202,user_105203,bot,1,2023-05-19,"Sao Paulo, Brazil",-1.1295783547753824,-0.4632963073452002,0.5970863316781566,1.440560482208523,0.9442119387735418,0,0,0,0,0.1503,-0.33615417182485885,0.0083,0.706,0.015,0.66,0.6868,0.9258,20,3.8841839428450453,1.8804028623225303e-07,16,0.7786833833802902,-0.012118510364422996,0.493021932717229,-0.5565208033666191,-0.06401508274070518,-0.3539784164659203,0.08228051735418107,-0.20346058935020062,0.3120636180439583,2.8717050865247074,2.7896462646504285,0.7272727272727273,-0.23143219090826717,-0.7107347834883067,0.15284281120421095
106364,6363,user_106364,bot,1,2023-12-31,"Berlin, Germany",-1.4062242479299603,3.9218082956067235,-0.473329276851525,0.15859815234191696,-0.555372701839419,0,0,0,1,0.1279,-0.5219013995936658,0.1276,0.5562,0.0463,0.6579,0.8965,0.7334,20,3.5219284052866735,1.8804028623225303e-07,13,1.1295118531423693,0.7788333528388842,1.1094344796804503,0.2106729161018373,-0.39278215762924235,0.8956456781157819,0.07472647988412034,-0.20346058935020062,0.5009355309166826,2.0512179189462194,2.5998188260127923,0.6842105263157895,2.9452024452623715,1.5458799886095032,0.23185229874121782
100440,439,user_100440,human,0,2019-03-02,Unknown,0.7543067317949506,-0.202612546921517,-0.4654463712073142,0.5374012730910994,0.6687780251915695,0,1,0,0,0.7536,-0.7572842003185934,0.3272,0.3108,0.1886,0.3472,0.0081,0.0424,6,7.208210853048773e-07,1.9182959229864123,1,-0.5128469146163814,-0.7151868332118081,-0.9863681799945021,2.118001746447027,3.906975468854175,-0.11962295189172631,0.09561015205942743,1.4242241254514043,0.43387231547636734,0.1367478612630813,0.1894426745332346,0.375,-0.07254153694481873,1.0481116939911799,0.9999998427858275
102751,2750,user_102751,human,0,2016-03-10,"Berlin, Germany",2.0849000320561277,-0.1675036229587314,-0.49324398584742607,-0.3698687415971555,-0.49416516548786954,0,0,1,0,0.7358,-0.7124659446684392,0.1143,0.0861,0.0704,0.5009,0.0946,0.205,8,7.208210852776082e-07,1.811278214630404,1,-0.8825926057871991,-0.9348956841016156,-0.9863681799945021,-0.652420018300176,1.7635430688455753,-0.36620565809587824,0.08501916939178572,-0.20346058935020062,-0.27097576517184224,0.4102435837892439,0.14424566533379737,0.5384615384615384,0.2226997538034516,0.097766524429348,0.9999998427858275
107488,7487,user_107488,bot,1,2023-01-29,Unknown,-0.9949276988151896,-0.042866942890842454,-0.42520206344476413,-0.33545977644871694,-0.43295762913632013,0,1,0,1,0.316,0.23291387586158235,0.0351,0.701,0.0335,0.7439,0.5602,0.8703,20,3.6464396258940113,1.880402868729383e-07,14,1.1501488219519036,0.7788333528388842,1.3559994984657386,-0.39668877847735734,-0.5088175958251967,-0.34419662316195393,0.060974074070311045,-0.20346058935020062,0.2710045065498881,3.965687976629358,4.234378489147225,0.7692307692307693,-0.09555522931666766,-0.9767643143530379,0.2046958671264001
105273,5272,user_105273,bot,1,2023-07-23,"Dubai, UAE",-1.2091446514791326,-0.46680719974147883,0.27679142866074796,-0.2573544706029249,0.6993817933673442,0,0,0,1,0.6635,2.4131763342749215,0.0652,0.2628,0.0025,0.8163,0.3791,0.407,20,3.584184028099402,1.8804028655259565e-07,13,1.3719962366543936,1.0424839739066538,1.2327169890730947,1.3294970903266692,0.05202035545524924,-0.1277744463116983,0.09457544619119879,-0.6103817680506018,-0.1902261792335037,4.512679421681683,4.759842848274596,0.8148148148148148,-0.23151078984080806,0.15651990226612025,0.2182740802055294
105654,5653,user_105654,bot,1,2022-10-19,Unknown,-0.87006981783392,-0.4536413532554342,-0.44387210312842135,5.45346797963063,-0.004504874675474194,0,1,0,1,0.0585,1.3872635353038478,0.0189,0.7894,0.2597,0.807,0.717,0.9616,20,3.4086953089429786,1.8804028623225303e-07,12,1.1965820017733555,0.5151827317711154,1.2327169890730947,-0.20489034861024327,0.05202035545524924,-0.15589710206060156,0.09036060155625375,0.6103817680506018,0.96558780932458,2.8717050865247074,3.2899575056146353,0.6666666666666666,-0.2258050668283003,0.08095171981480723,0.2565489230485889
104000,3999,user_104000,human,0,2018-06-25,"Paris, France",1.0603309498862976,0.49693276303698647,-0.3957448897216605,-0.40031915323294187,0.20972150255494879,0,1,1,0,0.7722,-0.6543888459673131,0.1835,0.1687,0.1629,0.802,0.2125,0.0854,10,7.208210852612466e-07,2.321928126905482,1,-0.681382159894242,-0.012118510364422996,-0.9863681799945021,0.30657213103539427,-0.6828707531191281,0.15589755950332612,0.018427617068921417,0.20346058935020062,0.19846674291036343,0.1367478612630813,-0.32501719539775203,0.46153846153846156,-0.0013408270405253064,0.5763593831070215,0.9999998427858275
106034,6033,user_106034,bot,1,2023-12-31,"Toronto, Canada",-1.4062242479299603,-0.3606027047540523,3.2980187392472367,-0.4848190455222491,-0.49416516548786954,0,0,0,0,0.1601,1.6437333197019437,0.1683,0.6886,0.055,0.7688,0.9199,0.9126,20,3.684183999681283,1.8804028623225303e-07,14,0.6135876329040184,0.5151827317711154,0.7395869515025175,-0.5884872083444713,-0.20905938048564807,-0.290396759990139,0.06366153796105486,-1.017302946751003,-0.674723694863535,3.4186965315770323,3.605943552539397,0.8181818181818182,-0.23076505818747595,-0.49623288110944525,0.19646365720508996
100583,582,user_100583,human,0,2018-01-13,"Paris, France",1.259858740081856,2.9440247632431444,-0.45465923716786777,-0.3712390101207659,-0.24933502008167188,0,1,1,0,0.7087,-0.7366759562534722,0.2541,0.1139,0.2471,0.1586,0.0864,0.0014,1,7.20821085690087e-07,1.880402865546159e-07,1,-2.249791789418829,1.0424839739066538,-0.9863681799945021,-1.291748117857223,-0.895602389811711,-0.42122824543068904,0.0,1.017302946751003,1.7286029645893897,-0.1367478612630813,-0.22243963538859424,0.35714285714285715,1.4265448770274325,-2.245508961812202,0.9999998427858274
109931,9930,user_109931,suspicious,2,2021-12-05,"Paris, France",-0.4808070124217264,0.31524408152957084,-0.15095992498037672,-0.01831873926200186,-0.5247689336636443,0,1,0,0,0.2466,-0.6882447126238427,0.0646,0.1825,0.0412,0.551,0.4413,0.718,9,2.9477032342753797,2.419381976485333,8,0.23810945039721898,-1.301077102251295,0.6573986119074213,-1.1496752068445457,-0.7022099928184539,-0.21744088493138988,0.028206727759638166,1.8311453041518055,1.6273238229040154,-0.6837393063154065,-0.5282072280595702,0.21428571428571427,-0.17155439254503918,-0.4508264194355074,0.3570932731049068
107052,7051,user_107052,bot,1,2023-08-14,"California, USA",-1.236074782671171,0.03437268982728591,6.06286076710234,-0.08454838456983722,0.5769667206642453,0,1,0,1,0.7797,0.22966368274133,0.0059,0.9074,0.0276,0.5904,0.2079,0.8375,20,3.5841840280994024,1.8804028655259565e-07,13,0.7374094457612229,0.2515321107033459,0.9861519702878062,-0.6204536133223237,-0.29608595913261376,0.41633780622143035,0.033407416403457936,-0.6103817680506018,-0.019146548008210095,1.2307307513677317,1.5764013307490115,0.6666666666666666,-0.22943200451527238,1.0538929050075412,0.2182740802055293
108159,8158,user_108159,bot,1,2023-06-28,Unknown,-1.1785422296699979,0.1493544158054088,-0.3476176763148996,-0.25111213621758866,1.7093061431679095,0,1,1,1,0.0746,1.4830338978322508,0.0491,0.5714,0.0022,0.4829,0.5321,0.5375,20,3.5464396543121306,1.8804028655259565e-07,13,1.1295118531423693,0.5151827317711154,1.2327169890730947,-0.013091918743129169,0.19706465320019212,-0.22192420686237446,0.05376610387098563,2.2380664828522066,2.2185750284186305,2.0512179189462194,2.807725068330204,0.52,-0.1275324285024427,-0.05845816349883974,0.22650629012683943
109897,9896,user_109897,suspicious,2,2022-03-18,"Seoul, South Korea",-0.6068889902753615,-0.45013046085915565,0.8837751632649821,-0.169961789208218,-0.43295762913632013,0,1,1,1,0.6504,-0.2572182387950244,0.0743,0.6242,0.3727,0.5728,0.2836,0.5343,20,3.7464395974758933,2.6841837216584374,15,1.021167766892316,1.0424839739066538,0.9861519702878062,1.585228330149488,0.08102921500423771,0.7244642952963707,0.0732698222836719,1.017302946751003,1.5198858144945318,-0.1367478612630813,0.31049205569346666,0.35714285714285715,-0.23119399872649743,1.4447995755678382,0.18288544412596042
102250,2249,user_102250,human,0,2017-07-24,"Berlin, Germany",1.4716274990010683,-0.43520916817497174,-0.4376487565672023,-0.06186282790117637,-0.555372701839419,0,1,0,1,0.8694,-0.7436214207233325,0.109,0.1759,0.0249,0.3284,0.3348,0.0365,6,7.208210853048773e-07,1.459148037343325,1,-0.6676241806878868,-0.7151868332118081,-0.9863681799945021,-0.652420018300176,-0.7022099928184539,-0.18075916004151604,0.08654685957317536,1.4242241254514043,1.2728468270052071,0.9572350288415691,0.38044916558476966,0.47368421052631576,-0.2193938240613756,-0.3051189967670305,0.9999998427858275
104641,4640,user_104641,human,0,2017-09-26,Unknown,1.3932852991696834,-0.4448641222647378,0.6696920415590458,-0.3828101665423647,-0.5247689336636443,0,1,1,0,0.8168,-0.7420430760780545,0.3611,0.236,0.1695,0.1361,0.2534,0.0021,3,7.208210854139535e-07,0.9182959864965824,1,-0.6332292326719957,-0.7151868332118081,-0.9863681799945021,-0.43931065178116047,-0.8311382574806254,-0.4049252565907451,0.014492753623188406,-1.017302946751003,-0.8423817334643229,0.9572350288415691,0.6724611467602647,0.6923076923076923,-0.23100784565096266,-1.880296804204151,0.9999998427858275
109486,9485,user_109486,suspicious,2,2021-09-28,Unknown,-0.39756842510088003,-0.36586904334847015,-0.37831951935024705,-0.24943736357762042,-0.341146324608996,0,0,0,0,0.6867,-0.3191925771179032,0.0226,0.6565,0.0186,0.3789,0.6396,0.4195,20,3.7841839712631633,2.4232197034157674,15,1.057282462309,0.7788333528388842,1.1094344796804503,-0.9720840680786995,-0.39278215762924235,0.09476135135353639,0.10531972813373779,-0.20346058935020062,-0.41126106277658303,-0.4102435837892439,-0.3163708110291639,0.4,-0.2104228982215925,0.5296813606684293,0.17465323420465062
104948,4947,user_104948,human,0,2021-04-07,"Berlin, Germany",-0.1845755693093024,-0.3518254737633559,-0.44304232358692547,-0.34946696580117864,4.004588756351013,0,1,1,0,0.5289,-0.7075700841455274,0.2592,0.5793,0.0071,0.2956,0.0398,0.0037,5,7.208210853266924e-07,1.370950715599027,1,-1.5068609122756034,-1.0667209946355003,-0.9863681799945021,-0.652420018300176,-0.5088175958251967,-0.22559237935136187,0.020767195767195767,-1.4242241254514043,-1.3419342566421801,-0.1367478612630813,-0.04597479077513901,0.625,-0.1847892268309894,-0.3839952424806879,0.9999998427858275
109921,9920,user_109921,suspicious,2,2021-10-25,"California, USA",-0.4306190406547455,-0.2631754407573222,0.3211846341307774,-0.21746443136004473,-0.43295762913632013,0,0,1,1,0.4355,-0.5013417775199864,0.034,0.4803,0.1217,0.8739,0.3129,0.4846,20,3.6219283768685533,2.6282129486201917,14,0.3814217337967606,0.7788333528388842,1.2327169890730947,0.050840891212575574,-0.20905938048564807,-0.07519730730287914,0.09289048611000122,1.017302946751003,1.1079260625040244,0.1367478612630813,0.610364386294951,0.4,-0.22475698714711353,0.20655590335590682,0.2100418757407786
101964,1963,user_101964,human,0,2018-01-05,Unknown,1.2696515150607792,-0.29389574922475964,-0.48038240295423995,-0.43685964719588555,-0.341146324608996,0,1,1,1,0.4203,-0.7515692462475398,0.3876,0.2651,0.7219,0.1099,0.1169,0.0002,1,7.20821085690087e-07,1.8804028687495855e-07,1,-2.352976633466499,1.0424839739066538,-0.9863681799945021,-1.291748117857223,5.099561916979262,0.018952453247797083,0.0,0.20346058935020062,-0.1122138673947696,0.1367478612630813,0.3360381913279312,0.46153846153846156,-0.07725888826461277,1.3759043243904139,0.9999998427858274
108244,8243,user_108244,bot,1,2023-04-03,"Paris, France",-1.0732698986465745,-0.45451907635450384,2.2068586421801584,-0.29130667957682665,-0.004504874675474194,0,0,0,1,0.2312,1.6748476540717705,0.0337,0.4976,0.0562,0.6961,0.8506,0.7626,20,3.821928345050436,1.8804028655259565e-07,15,1.5525697137378165,0.7788333528388842,1.1094344796804503,0.49837056090250825,-0.19938976063598515,-0.2659422767302231,0.04365972072896388,-0.6103817680506018,-0.0903156745979323,3.4186965315770323,3.945903665213425,0.782608695652174,-0.23140775581907003,-0.3888873456012981,0.16642102428334027
106591,6590,user_106591,bot,1,2023-12-31,Unknown,-1.4062242479299603,-0.42818738338241463,-0.40030867719988783,0.003605557115764327,-0.40235386096054543,0,0,0,1,0.2661,0.7546914266406923,0.0476,0.7675,0.0585,0.8011,0.6908,0.84,20,3.721928373468554,1.8804028623225303e-07,14,0.44849188242774674,0.7788333528388842,0.493021932717229,0.2106729161018373,-0.43146063702789383,-0.3539784164659203,0.0588934592119184,-0.6103817680506018,-0.2771346318959527,2.324713641472382,2.7071125956775433,0.7368421052631579,-0.22172879398126558,-0.9767643143530379,0.18823144728377994
108848,8847,user_108848,suspicious,2,2022-02-10,"Tokyo, Japan",-0.5628215028702075,-0.4439863991656682,-0.18124687824497623,0.2896871744339773,-0.555372701839419,0,1,0,1,0.1348,0.34487536154024123,0.1553,0.4863,0.0964,0.8061,0.8381,0.819,20,3.6841839996812826,2.6659573230491174,14,0.7890018677850581,0.2515321107033459,1.1094344796804503,0.562303370858213,0.14871655395187783,-0.3087376224350759,0.04352705878417803,0.20346058935020062,0.3332774923158948,-0.1367478612630813,-0.1552336477963875,0.4166666666666667,-0.2295592730251234,-0.3839952424806879,0.19646365720508996
100322,321,user_100322,human,0,2018-02-04,"Toronto, Canada",1.2329286088898175,-0.4194101523917182,-0.30280958107412226,-0.3248021323761917,-0.40235386096054543,0,1,1,0,0.8205,-0.6334402479620961,0.174,0.0584,0.4074,0.2192,0.0272,0.0012,13,7.208210852461438e-07,2.103909971152326,1,-0.7020191287037763,-0.5799813865103879,-0.9863681799945021,0.38034075790736127,-0.13690914006893287,-0.22935460754519507,0.030595972975912683,-1.017302946751003,-0.7157828063576056,0.4102435837892439,0.17647309798035263,0.6363636363636364,-0.225151444414574,-0.22201138979346216,0.9999998427858275
102679,2678,user_102679,human,0,2018-12-01,"Tokyo, Japan",0.8656995471802009,-0.36586904334847015,-0.15801305108309166,-0.46213348885358824,-0.555372701839419,0,1,1,1,0.5892,-0.7589186472616893,0.6108,0.1809,0.0917,0.2649,0.0093,0.2749,1,7.20821085690087e-07,1.8804028623427329e-07,1,0.2266444677252553,1.0424839739066538,-0.9863681799945021,-1.291748117857223,-0.895602389811711,-0.3234103123910254,0.0,-0.6103817680506018,-0.6473509538674883,2.0512179189462194,2.184006341377969,0.7222222222222222,-0.2235848735785033,-1.1698650153839363,0.9999998427858274
104626,4625,user_104626,human,0,2017-01-01,"London, UK",1.7213432609636075,-0.3623581509521916,0.9895720548057064,-0.32038682268900265,-0.341146324608996,0,1,1,0,0.6715,-0.6526721156540841,0.1692,0.4325,0.081,0.3025,0.2358,0.0019,10,7.208210852612466e-07,2.1609640812666213,1,-1.0528475984658554,-0.539419752499962,-0.9863681799945021,1.777026760016602,-0.41212139732856806,-0.296510380805118,0.03710155758850065,-0.20346058935020062,-0.7219416730817161,0.9572350288415691,0.757352920560947,0.6,-0.2296032261758345,-0.6430941317953593,0.9999998427858275
104950,4949,user_104950,human,0,2018-05-12,"Sao Paulo, Brazil",1.1141912122703748,1.572143559397296,-0.42727651229850383,-0.3500759740338944,0.39334411160959704,0,1,1,0,0.4359,-0.6584730932484586,0.2358,0.0547,0.2051,0.5093,0.0837,0.0255,10,7.208210852612466e-07,2.0464394060507134,1,-0.5988342846561061,0.5151827317711154,-0.9863681799945021,1.3294970903266692,0.14871655395187783,-0.25738320758925254,0.014992398344636698,1.017302946751003,0.4338723154763676,0.4102435837892439,0.5349050318054556,0.4375,0.43750028871056046,-0.193893595971891,0.9999998427858275
