user_id,in_degree,out_degree,total_degree,in_degree_centrality,out_degree_centrality,pagerank,clustering_coeff,betweenness,k_core,account_type,label
106253,2.3280314010253074,-0.20282489145613297,1.8392087928297263,2.328031401025307,-0.20282489145613286,1.0877912021329634,-0.22630367236281196,0.7626497643725831,0.38722658195267307,bot,1
104685,-0.6840064031711619,0.6117329055564489,-0.22886706117671268,-0.6840064031711616,0.6117329055564489,-0.2418070680928505,-0.22630367236281196,-0.5595682956250579,0.38722658195267307,human,0
101732,-0.13636316604453114,-0.6101037899624239,-0.45865326717742816,-0.13636316604453103,-0.6101037899624236,-0.4008056657964277,-0.22630367236281196,-0.27316115231578253,0.38722658195267307,human,0
104743,-0.13636316604453114,1.4262907025690306,0.690277762826149,-0.13636316604453103,1.426290702569031,-0.5468141498312638,-0.22630367236281196,0.32155577380198813,0.38722658195267307,human,0
104522,-0.13636316604453114,0.20445400705015795,0.0009191448240027605,-0.13636316604453103,0.2044540070501582,0.3243399206719275,-0.22630367236281196,0.04863397394157601,0.38722658195267307,human,0
106341,3.9709611124051993,0.20445400705015795,3.4477122348347344,3.9709611124051993,0.2044540070501582,6.1566714458112655,0.6220532387347947,1.8691385996325023,0.38722658195267307,bot,1
100577,-0.4101847846078465,1.8335696010753215,0.690277762826149,-0.41018478460784635,1.8335696010753215,-0.24163383575147276,-0.22630367236281196,0.8055657277740592,0.38722658195267307,human,0
105203,2.875674638151938,-0.20282489145613297,2.2987812048311573,2.8756746381519376,-0.20282489145613286,4.451566231524345,0.43016298503414563,1.0282773548456274,0.38722658195267307,bot,1
106364,2.054209782461992,-0.20282489145613297,1.6094225868290108,2.054209782461992,-0.20282489145613286,0.9808200063652149,-0.22630367236281196,-0.31974336574476525,0.38722658195267307,bot,1
100440,0.13745845251878427,1.4262907025690306,0.9200639688268646,0.1374584525187844,1.426290702569031,-0.15041344454422212,-0.22630367236281196,0.22994441370948573,0.38722658195267307,human,0
102751,0.41128007108209963,-0.20282489145613297,0.2307053508247182,0.4112800710820996,-0.20282489145613286,0.6573183104388166,1.8624538739002348,0.7905810635782335,0.38722658195267307,human,0
107488,3.9709611124051993,-0.20282489145613297,3.217926028834019,3.9709611124051993,-0.20282489145613286,1.9354917955919615,-0.22630367236281196,1.5438569357816885,0.38722658195267307,bot,1
105273,4.51860434953183,-0.6101037899624239,3.4477122348347344,4.518604349531829,-0.6101037899624236,7.917943741694233,-0.22630367236281196,3.111474473111049,0.38722658195267307,bot,1
105654,2.875674638151938,0.6117329055564489,2.758353616832588,2.8756746381519376,0.6117329055564489,1.4742764829089978,-0.22630367236281196,0.796625461815539,0.38722658195267307,bot,1
